Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastViewedDate,LastReferencedDate,Broker_Status__c,Broker_Tier__c,Employment_Status_Borrower_2__c,Employment_Status__c,Mortgage_Position__c,Mortgage_Purpose__c,Occupancy_Type__c,Property_Type__c,Stage__c,Amount__c,Client_Risk_Rating__c,Credit_Score_Borrower_2__c,Credit_Score__c,Current_Term_In_Months__c,Global_Debt_Servicing_Ratio__c,Interest_Rate__c,Loan_Id__c,Loan_To_Value__c,Self_Employed__c,Total_Debt_Servicing_Ratio__c
a00QL00000DNhYrYAL,005QL00000BrRBpYAN,,Loan-0000000064,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Deactivated,Key Account,Salary,Salary,3,Purchase Rent to Own,Owner,Row,Approved,1367692,2,653,451,14,61.9,9.01,a006g000002FCWXAA4,78,,83.5
a00QL00000DNhYsYAL,005QL00000BrRBpYAN,,Loan-0000000065,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Non Key Account,Commissions,Salary,2,Refinance,Owner,Row,Declined,194297,4,423,674,26,76.5,6.32,a006g000002FCWYAA4,73,,94.2
a00QL00000DNhYtYAL,005QL00000BrRBpYAN,,Loan-0000000066,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Watch List,Non Key Account,Commissions,Commissions,1,Purchase Rent to Own,Rent To Own,Single,Declined,399306,3,707,542,31,32.4,5.24,a006g000002FCWZAA4,51,,49.6
a00QL00000DNhYuYAL,005QL00000BrRBpYAN,,Loan-0000000067,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Non Key Account,Commissions,Self-employed,1,Purchase Rent to Own,Rental,Row,Declined,867492,3,809,482,33,62,9.24,a006g000002FCWaAAO,20,1,76.2
a00QL00000DNhYvYAL,005QL00000BrRBpYAN,,Loan-0000000068,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Key Account,Contract,Self-employed,1,Equity Takeout,Rent To Own,Semi-detached,Declined,1111674,3,615,632,49,14,9.37,a006g000002FCWbAAO,13,1,96.9
a00QL00000DNhYwYAL,005QL00000BrRBpYAN,,Loan-0000000069,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Non Key Account,Commissions,Other,1,Purchase,Rental,Apartment High Rise,Declined,623016,2,744,734,37,43.7,7.4,a006g000002FCWcAAO,66,,62.8
a00QL00000DNhYxYAL,005QL00000BrRBpYAN,,Loan-0000000070,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Non Key Account,Contract,Hourly,3,Purchase Rent to Own,Rent To Own,Single,Declined,312338,3,890,544,28,46.5,6.57,a006g000002FCWdAAO,70,,88.5
a00QL00000DNhYyYAL,005QL00000BrRBpYAN,,Loan-0000000071,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Watch List,Non Key Account,Salary,Contract,2,Refinance for Debt Consolidation,Owner,Row,Approved,1216378,4,504,434,31,14.8,8.9,a006g000002FCWeAAO,12,,39.4
a00QL00000DNhYzYAL,005QL00000BrRBpYAN,,Loan-0000000072,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Non Key Account,Contract,Contract,1,Refinance,Rent To Own,Row,Declined,992570,3,449,779,0,12.9,8.17,a006g000002FCWfAAO,57,,60.5
a00QL00000DNhZ0YAL,005QL00000BrRBpYAN,,Loan-0000000073,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Non Key Account,Hourly,Pension,2,Refinance for Debt Consolidation,Rent To Own,Semi-detached,Approved,817617,4,640,895,6,34,9.4,a006g000002FCWgAAO,63,,37.1
a00QL00000DNhZ1YAL,005QL00000BrRBpYAN,,Loan-0000000074,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Key Account,Self-employed,Commissions,3,Refinance for Debt Consolidation,Rental,Apartment Low Rise,Declined,828751,4,628,601,7,71.1,5.81,a006g000002FCWhAAO,78,,74.7
a00QL00000DNhZ2YAL,005QL00000BrRBpYAN,,Loan-0000000075,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Watch List,Non Key Account,Self-employed,Commissions,3,Purchase Rent to Own,Rental,Row,Declined,743001,5,590,402,60,90.7,9.36,a006g000002FCWiAAO,61,,93.3
a00QL00000DNhZ3YAL,005QL00000BrRBpYAN,,Loan-0000000076,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Non Key Account,Commissions,Contract,2,Purchase Rent to Own,Rental,Row,Declined,115817,3,852,603,29,17.2,7.11,a006g000002FCWjAAO,60,,33.8
a00QL00000DNhZ4YAL,005QL00000BrRBpYAN,,Loan-0000000077,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Non Key Account,Pension,Self-employed,2,Refinance,Rental,Single,Declined,295096,3,625,430,40,36.3,6.26,a006g000002FCWkAAO,18,1,70.4
a00QL00000DNhZ5YAL,005QL00000BrRBpYAN,,Loan-0000000078,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Deactivated,Non Key Account,Hourly,Salary,2,Refinance for Debt Consolidation,Rental,Row,Declined,481999,4,685,515,59,39.3,9.92,a006g000002FCWlAAO,31,,42.6
a00QL00000DNhZ6YAL,005QL00000BrRBpYAN,,Loan-0000000079,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Non Key Account,Other,Commissions,3,Purchase,Owner,Semi-detached,Declined,390377,3,552,543,27,85.1,9.09,a006g000002FCWmAAO,26,,99.8
a00QL00000DNhZ7YAL,005QL00000BrRBpYAN,,Loan-0000000080,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Key Account,Hourly,Contract,1,Equity Takeout,Owner,Apartment High Rise,Declined,1049506,3,549,420,46,0.1,6.13,a006g000002FCWnAAO,15,,9.1
a00QL00000DNhZ8YAL,005QL00000BrRBpYAN,,Loan-0000000081,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Key Account,Self-employed,Pension,1,Purchase,Rent To Own,Row,Declined,733364,4,863,618,2,80.7,4.73,a006g000002FCWoAAO,17,,82.5
a00QL00000DNhZ9YAL,005QL00000BrRBpYAN,,Loan-0000000082,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Non Key Account,Contract,Other,3,Equity Takeout,Rental,Apartment Low Rise,Declined,636934,4,485,746,32,59,6.24,a006g000002FCWpAAO,9,,73
a00QL00000DNhZAYA1,005QL00000BrRBpYAN,,Loan-0000000083,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Non Key Account,Other,Salary,3,Equity Takeout,Rental,Apartment High Rise,Declined,574562,5,493,586,58,32.6,5.88,a006g000002FCWqAAO,65,,79.6
a00QL00000DNhZBYA1,005QL00000BrRBpYAN,,Loan-0000000084,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Key Account,Hourly,Commissions,1,Purchase,Rental,Semi-detached,Approved,663830,6,858,445,39,73.9,4.81,a006g000002FCWrAAO,76,,84
a00QL00000DNhZCYA1,005QL00000BrRBpYAN,,Loan-0000000085,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Non Key Account,Commissions,Pension,1,Refinance for Debt Consolidation,Rent To Own,Semi-detached,Declined,632478,3,555,536,38,56.2,5.8,a006g000002FCWsAAO,66,,57.4
a00QL00000DNhZDYA1,005QL00000BrRBpYAN,,Loan-0000000086,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Watch List,Non Key Account,Self-employed,Contract,3,Purchase Rent to Own,Owner,Single,Declined,868209,4,861,676,54,99.5,4.43,a006g000002FCWtAAO,26,,99.8
a00QL00000DNhZEYA1,005QL00000BrRBpYAN,,Loan-0000000087,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Non Key Account,Salary,Self-employed,3,Refinance,Rental,Single,Declined,343225,4,766,754,5,51.6,7.65,a006g000002FCWuAAO,27,1,62.5
a00QL00000DNhZFYA1,005QL00000BrRBpYAN,,Loan-0000000088,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Key Account,Self-employed,Hourly,3,Equity Takeout,Rental,Single,Declined,920375,4,610,446,12,99.7,7.22,a006g000002FCWvAAO,56,,99.9
a00QL00000DNhZGYA1,005QL00000BrRBpYAN,,Loan-0000000089,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Non Key Account,Hourly,Self-employed,3,Equity Takeout,Rent To Own,Apartment High Rise,Declined,1059744,5,406,567,9,58.1,9.35,a006g000002FCWwAAO,30,1,90.9
a00QL00000DNhZHYA1,005QL00000BrRBpYAN,,Loan-0000000090,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Non Key Account,Salary,Self-employed,1,Equity Takeout,Rental,Apartment High Rise,Declined,1282046,3,486,776,51,57.2,6.36,a006g000002FCWxAAO,31,1,71.4
a00QL00000DNhZIYA1,005QL00000BrRBpYAN,,Loan-0000000091,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Watch List,Key Account,Commissions,Pension,3,Purchase Rent to Own,Rental,Apartment High Rise,Declined,1000666,4,428,754,3,58.9,7.75,a006g000002FCWyAAO,23,,97.2
a00QL00000DNhZJYA1,005QL00000BrRBpYAN,,Loan-0000000092,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Key Account,Commissions,Pension,2,Purchase,Rental,Apartment Low Rise,Approved,373831,3,724,735,24,62.2,9.78,a006g000002FCWzAAO,11,,97.5
a00QL00000DNhZKYA1,005QL00000BrRBpYAN,,Loan-0000000093,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Key Account,Hourly,Hourly,1,Equity Takeout,Rent To Own,Semi-detached,Declined,1250257,4,808,730,27,36.8,5.95,a006g000002FCX0AAO,22,,93.6
a00QL00000DNhZLYA1,005QL00000BrRBpYAN,,Loan-0000000094,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Non Key Account,Pension,Commissions,3,Purchase,Owner,Apartment Low Rise,Declined,766151,4,532,442,35,10.1,8.24,a006g000002FCX1AAO,75,,46.4
a00QL00000DNhZMYA1,005QL00000BrRBpYAN,,Loan-0000000095,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Key Account,Commissions,Hourly,3,Refinance,Owner,Apartment High Rise,Declined,1248488,4,476,767,60,11.9,8.95,a006g000002FCX2AAO,40,,91.7
a00QL00000DNhZNYA1,005QL00000BrRBpYAN,,Loan-0000000096,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Key Account,Hourly,Pension,3,Purchase Rent to Own,Owner,Single,Approved,272805,3,750,592,30,88.1,8.76,a006g000002FCX3AAO,11,,96.8
a00QL00000DNhZOYA1,005QL00000BrRBpYAN,,Loan-0000000097,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Key Account,Salary,Salary,3,Equity Takeout,Rental,Row,Declined,356887,4,515,605,55,6,7.15,a006g000002FCX4AAO,27,,77.7
a00QL00000DNhZPYA1,005QL00000BrRBpYAN,,Loan-0000000098,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Key Account,Pension,Hourly,3,Purchase Rent to Own,Rental,Apartment Low Rise,Declined,710965,3,747,442,54,54.6,7.98,a006g000002FCX5AAO,35,,61.9
a00QL00000DNhZQYA1,005QL00000BrRBpYAN,,Loan-0000000099,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Non Key Account,Commissions,Contract,2,Refinance,Rental,Row,Declined,822942,5,446,531,50,69.8,6.79,a006g000002FCX6AAO,9,,86.3
a00QL00000DNhZRYA1,005QL00000BrRBpYAN,,Loan-0000000100,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Deactivated,Key Account,Contract,Commissions,1,Purchase Rent to Own,Owner,Apartment Low Rise,Declined,889106,2,422,858,55,82.7,4.17,a006g000002FCX7AAO,40,,87.7
a00QL00000DNhZSYA1,005QL00000BrRBpYAN,,Loan-0000000101,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Deactivated,Non Key Account,Other,Other,3,Equity Takeout,Rental,Single,Declined,934932,2,730,742,53,83.9,9.52,a006g000002FCX8AAO,38,,98.6
a00QL00000DNhZTYA1,005QL00000BrRBpYAN,,Loan-0000000102,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Non Key Account,Self-employed,Hourly,1,Purchase Rent to Own,Rent To Own,Row,Declined,422571,5,743,493,41,56.3,8.93,a006g000002FCX9AAO,67,,65.6
a00QL00000DNhZUYA1,005QL00000BrRBpYAN,,Loan-0000000103,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Key Account,Other,Pension,2,Purchase Rent to Own,Owner,Single,Declined,610548,3,602,695,38,83.7,7.19,a006g000002FCXAAA4,75,,87.2
a00QL00000DNhZVYA1,005QL00000BrRBpYAN,,Loan-0000000104,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Non Key Account,Pension,Hourly,2,Refinance for Debt Consolidation,Rental,Semi-detached,Approved,866477,5,808,548,40,58.8,8.53,a006g000002FCXBAA4,79,,66.7
a00QL00000DNhZWYA1,005QL00000BrRBpYAN,,Loan-0000000105,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Watch List,Key Account,Commissions,Pension,2,Purchase,Owner,Semi-detached,Approved,806622,4,601,543,15,79,8.55,a006g000002FCXCAA4,80,,82.6
a00QL00000DNhZXYA1,005QL00000BrRBpYAN,,Loan-0000000106,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Watch List,Non Key Account,Other,Salary,1,Refinance for Debt Consolidation,Owner,Apartment High Rise,Declined,1243497,4,448,654,0,36.2,4.88,a006g000002FCXDAA4,60,,93.5
a00QL00000DNhZYYA1,005QL00000BrRBpYAN,,Loan-0000000107,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Key Account,Other,Contract,1,Purchase,Rent To Own,Semi-detached,Declined,1492948,2,539,777,35,16.7,5.41,a006g000002FCXEAA4,80,,64.3
a00QL00000DNhZZYA1,005QL00000BrRBpYAN,,Loan-0000000108,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Watch List,Key Account,Self-employed,Other,2,Refinance for Debt Consolidation,Owner,Row,Approved,759956,4,809,465,0,39.4,7.96,a006g000002FCXFAA4,43,,56.4
a00QL00000DNhZaYAL,005QL00000BrRBpYAN,,Loan-0000000109,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Deactivated,Key Account,Contract,Other,2,Equity Takeout,Owner,Row,Approved,579373,2,800,782,30,9.1,6.92,a006g000002FCXGAA4,54,,33.1
a00QL00000DNhZbYAL,005QL00000BrRBpYAN,,Loan-0000000110,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Deactivated,Non Key Account,Contract,Contract,3,Purchase,Rent To Own,Apartment High Rise,Declined,912276,3,761,807,20,54.4,8.28,a006g000002FCXHAA4,14,,58.1
a00QL00000DNhZcYAL,005QL00000BrRBpYAN,,Loan-0000000111,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Non Key Account,Contract,Other,3,Purchase Rent to Own,Owner,Row,Approved,110009,2,673,671,0,69.5,7.57,a006g000002FCXIAA4,72,,72.1
a00QL00000DNhZdYAL,005QL00000BrRBpYAN,,Loan-0000000112,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Deactivated,Key Account,Commissions,Other,2,Purchase,Owner,Semi-detached,Declined,536114,3,893,406,27,19.3,4.07,a006g000002FCXJAA4,79,,65.1
a00QL00000DNhZeYAL,005QL00000BrRBpYAN,,Loan-0000000113,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Key Account,Pension,Pension,1,Refinance,Rental,Apartment High Rise,Approved,1489150,3,442,496,32,34.2,9.74,a006g000002FCXKAA4,67,,67.6
a00QL00000DNhZfYAL,005QL00000BrRBpYAN,,Loan-0000000114,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Non Key Account,Commissions,Hourly,1,Refinance for Debt Consolidation,Owner,Semi-detached,Approved,726073,4,591,657,32,53.3,8.05,a006g000002FCXLAA4,19,,89.2
a00QL00000DNhZgYAL,005QL00000BrRBpYAN,,Loan-0000000115,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Watch List,Non Key Account,Other,Salary,2,Refinance for Debt Consolidation,Rent To Own,Row,Declined,737071,4,699,776,15,35.5,6.1,a006g000002FCXMAA4,61,,91.9
a00QL00000DNhZhYAL,005QL00000BrRBpYAN,,Loan-0000000116,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Watch List,Key Account,Self-employed,Commissions,1,Purchase,Rent To Own,Single,Declined,422171,5,532,713,14,83.3,4.49,a006g000002FCXNAA4,12,,98.2
a00QL00000DNhZiYAL,005QL00000BrRBpYAN,,Loan-0000000117,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Key Account,Self-employed,Salary,3,Equity Takeout,Rent To Own,Semi-detached,Declined,206488,3,762,646,14,14.1,9.95,a006g000002FCXOAA4,41,,36.5
a00QL00000DNhZjYAL,005QL00000BrRBpYAN,,Loan-0000000118,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Non Key Account,Salary,Self-employed,2,Purchase Rent to Own,Rent To Own,Apartment Low Rise,Declined,422756,2,608,785,3,69.8,5.55,a006g000002FCXPAA4,18,1,83.7
a00QL00000DNhZkYAL,005QL00000BrRBpYAN,,Loan-0000000119,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Watch List,Key Account,Other,Commissions,2,Purchase,Rent To Own,Single,Declined,747755,3,735,441,42,38.7,6.4,a006g000002FCXQAA4,75,,55.6
a00QL00000DNhZlYAL,005QL00000BrRBpYAN,,Loan-0000000120,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Watch List,Key Account,Other,Self-employed,3,Purchase Rent to Own,Rental,Row,Approved,728518,2,480,495,45,91.4,9.69,a006g000002FCXRAA4,41,1,92.4
a00QL00000DNhZmYAL,005QL00000BrRBpYAN,,Loan-0000000121,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Watch List,Key Account,Contract,Commissions,2,Purchase,Owner,Single,Declined,177734,3,562,555,1,56.8,5.23,a006g000002FCXSAA4,50,,68.6
a00QL00000DNhZnYAL,005QL00000BrRBpYAN,,Loan-0000000122,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Non Key Account,Self-employed,Hourly,3,Equity Takeout,Owner,Semi-detached,Declined,1369778,4,606,416,56,26,4.54,a006g000002FCXTAA4,41,,92.1
a00QL00000DNhZoYAL,005QL00000BrRBpYAN,,Loan-0000000123,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Watch List,Non Key Account,Pension,Pension,1,Equity Takeout,Rental,Single,Declined,678157,4,488,554,5,12.4,3.99,a006g000002FCXUAA4,31,,88.4
a00QL00000DNhZpYAL,005QL00000BrRBpYAN,,Loan-0000000124,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Watch List,Key Account,Commissions,Salary,3,Purchase,Rental,Semi-detached,Declined,924460,4,624,521,36,57.2,4.69,a006g000002FCXVAA4,10,,67.4
a00QL00000DNhZqYAL,005QL00000BrRBpYAN,,Loan-0000000125,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Non Key Account,Contract,Pension,3,Refinance for Debt Consolidation,Rent To Own,Single,Approved,1177701,4,581,755,19,4.1,9.77,a006g000002FCXWAA4,53,,66.1
a00QL00000DNhZrYAL,005QL00000BrRBpYAN,,Loan-0000000126,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Key Account,Self-employed,Commissions,2,Equity Takeout,Owner,Row,Declined,1236811,3,564,713,11,69.6,7.63,a006g000002FCXXAA4,26,,73.1
a00QL00000DNhZsYAL,005QL00000BrRBpYAN,,Loan-0000000127,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Key Account,Hourly,Contract,1,Purchase Rent to Own,Owner,Row,Approved,1321284,4,900,714,0,63.8,5.36,a006g000002FCXYAA4,20,,83.5
a00QL00000DNhZtYAL,005QL00000BrRBpYAN,,Loan-0000000128,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Approved,Non Key Account,Hourly,Hourly,1,Purchase Rent to Own,Rental,Apartment Low Rise,Declined,320985,2,791,878,34,66.5,4.32,a006g000002FCXZAA4,26,,75.3
a00QL00000DNhZuYAL,005QL00000BrRBpYAN,,Loan-0000000129,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,005QL00000BrRBpYAN,2024-10-14T04:01:28.000+0000,,,Watch List,Non Key Account,Commissions,Self-employed,3,Equity Takeout,Rental,Semi-detached,Declined,222484,3,571,507,54,13.4,4.56,a006g000002FCXaAAO,34,1,35.9
